userName,content,score,at
Ay 152cm41kg,"Sudah bagus semua cuma kalo topup e-money gak bisa dikasih keterangan, dan tarik/setor tunai hanya gratis 1x sebulan, semoga kedepannya lebih banyak gratisnya",5,2023-11-01 06:32:41
irfan efendi,"sipp mantap, ui nya simpel",5,2023-11-01 06:30:05
Fauzi Pahrezi,BI-Fast sering error,4,2023-11-01 05:24:07
Nurul Mutaqin23sept93,"nabung bikin tenang gak ada biaya potongan bulanan apalagi transaksi selalu dapet poin,.. terimakasih blu... banyak deh fitur-fitur lainnya yang pastinya menguntungkan bagi nasabah blu,..",5,2023-11-01 03:39:18
Mei,Payah masa ke bca saja harus ada biaya admin,2,2023-11-01 03:16:24
Supardi Yono,kalo ada sediakan paylater akan lebih bermanfaat lagi,5,2023-11-01 01:42:18
Arik Irawan,"Kendala saat pindah device tidak bisa verifikasi wajah karena error ""must use real device"" padahal hp tidak di root Saya verifikasi wajah di bank digital lain tidak ada kendala Otomatis pindah semua saldo ke bank digital lain aja langsung uninstall aplikasinya",1,2023-11-01 01:17:09
dewa langit,"transaksi virtual dbit card error' terus(update aplikasi 10.10.2023) virtual debit card topup playstore sudah lancar(update aplikasi 01.11.2023) ulasan & bintang akan selalu saya update, sampai saya tidak menemukan masalah untuk transaksi",4,2023-10-31 23:35:16
Rohmat Hdpe,Sangat baik dah mudah untuk brtransaksi,5,2023-10-31 22:29:07
Ali Salman Alfarizi,Iod,5,2023-10-31 16:00:26
Gunawan Nata,"Kurang smooth, aplikasi berasa agak berat dibanding aplikasi mobile banking lainnya. Tolong ditingkatkan lagi.",5,2023-10-31 14:19:13
Nabilla Sonamita,oke mantap sip,5,2023-10-31 12:46:49
Ruhama Sania,"Buruk, saat video call dengan tim blu untuk pembukaan rekening, selalu terputus terus. Saat terhubung, diminta foto dn ktp kemudian kata timnya tunggu verifikasi vidcall jangan di putus dlu. Eh, tibatiba keputus lagi. Gatau kenapa. Saat coba ulang, keputus lagi. Kurang informatif sebenarnya proses verif video callnya sudah sampai tahap mana. Sudah selesai dn sedang menunggu apa gimana. di aplikasi lain jaringan aman.",1,2023-10-31 11:40:09
Mustafa Kamal,"Transaksi cepat, mudah dan aman blu mantab",5,2023-10-31 10:16:42
Rima Syahnon,"Gabisa transaksi, mana saya lg beli makan mau bayar jd ngebon dlu. Tolong diperbaiki min",2,2023-10-31 09:24:25
Junita Siahaan,cukup puas dengan aplikasinya,5,2023-10-31 05:14:25
surya darma,mudah dan cepat. tks,5,2023-10-31 02:15:50
Roby Rizaldi,Ada bug tidak bisa login dengan finger print selalu error.,3,2023-10-30 23:47:21
May Vira,"Gila ya saldo ga bisa diapa2in, dasar gila.",1,2023-10-30 17:32:54
Jiwoharsono Akhdi Utomo,"Jelek banget minta kode otp aja susah, padahal no betul PULSA PUN BANYAK semua betul koneksi lancar lah ribet",1,2023-10-30 14:27:49
agus ahmad zaini,aplikasi keuangan cukup aman cepat mudah di gunakan,5,2023-10-30 13:30:07
Vinda Septiyana,sejauh ini bagus apknya,5,2023-10-30 13:20:49
Rizki Putra,kartu udh 6 hari blm datang jg,1,2023-10-30 09:44:09
ARUL PIRMANSAH,apk nya good lah pokoknya,5,2023-10-30 07:49:11
EGA NUR AIDA CHAERRUDIN,Pas mau buka blu pasti disuruh update aplikasi dulu. Mau transaksi jadi terhambat. Apa memang ada fitur yang baru diluncurkan atau bagaimana ya?,5,2023-10-30 06:56:07
Egi Virgiawan,Mantap,5,2023-10-30 05:28:48
Erin Gunawan Taher,"makin lama makin mengecewakan pakai aplikasi blu,,, setiap transaksi penting pasti gangguan... me sampai kapan seperti ini",1,2023-10-30 04:09:02
Kurnaen,Taik kucing akh Masa mau setor tunai ada biaya adminnya gegara di-update atau ganti kebijakan pakai dana dulu dah,1,2023-10-30 04:04:01
Dewi Tutut,"keren, banyak cashback nya",5,2023-10-30 00:03:28
Syafira Nurul Hanifa _8,keren pollll 😍😍😍,5,2023-10-29 23:24:50
Sidik Hidayat,Sangat baik,5,2023-10-29 19:31:29
Muhamad Nurul Adam,Tarik tunai di ATM BCA kena potongan 👎🏻,1,2023-10-29 17:51:37
Ghie Doanx,Loading lama boss,5,2023-10-29 15:37:42
richard hutomo,Nice,5,2023-10-29 15:34:29
rio pambudi,BLU the best sih.. sat set jebret.,5,2023-10-29 15:08:26
Agus Alfianto,aplikasi perbankan terbaik dari BCA untuk saat ini..,5,2023-10-29 12:35:07
Agus Hariyanto,The best..,5,2023-10-29 12:15:35
Rudy Swardani,proses masih kurang cepat,5,2023-10-29 09:07:24
Cak Doel Channel,"Katanya ada promo nonton CGV dapat cashback 40% nyatanya saya nonton film di CGV dengan transakasi blue promosinya tidak dapat dipakai, kalau memang tidak ada promo yang pasti jangan diada adakan jadi nyesel pakai blu",1,2023-10-29 06:26:14
ASKUR SPD,Gooooddd,5,2023-10-29 05:52:06
okta fianasq,"Aplikasi yang sangat membantu untuk menabung, respon miminnya juga oke✌",5,2023-10-29 03:31:00
Sandi Eak,"Verifikasi wajah gak bisa"" aplikasi tolllol",1,2023-10-29 03:07:13
Machmurita rita,bagus banget mudah dan singkat,5,2023-10-29 02:26:07
akmal ramdan,Aplikasi mudah di gunakan'dan buat belanja selalu dapat cashback mantabb!!!,5,2023-10-28 23:37:42
ion kyu,Kemana saldoku ditf berhasil malah saldonya ilang,1,2023-10-28 15:24:52
lili ismail,Mantul,5,2023-10-28 14:40:53
Nenenk Ocha,ok ngk ribet,5,2023-10-28 13:36:59
Rizal Prastianto,Otp sms tidak pernah masuk,3,2023-10-28 08:38:04
Saputra yudhi,Tarik tunai dapat admin Rp3500? Bulan bulan kemaren tarik tunai tanpa admin sekarang kok ada admin ya ?,1,2023-10-28 07:18:37
Nelson Wijaya,trusted,5,2023-10-28 05:50:10
Syafril Umar,lumayan enak ada banyak cashback nya,5,2023-10-28 04:54:03
Putri Ramadani,"selalu jadi pilihan bayar apapun, transfer kemana pun pake BLUBCA dan nggk ada biaya admin bulanan .. semoga semakin meningkatkan layanan nya yaa dan makin banyak cashback² di semua merchant",5,2023-10-28 03:59:57
Very Oktariano,Sep,5,2023-10-28 03:53:45
Angel Hair123,Ganguan mulu!!!,2,2023-10-28 03:32:38
KANG INDRA (PUTRA BANTEN),"bintang empat aja dulu lah ,soalnya kalau udah terkenal malah ga ada cashback",4,2023-10-28 02:29:45
Yaga Wijaya,mantap,5,2023-10-27 17:29:20
MALANG SPEZIAL,keren...,5,2023-10-27 16:16:30
Muhammad Prasetyo,Thx blu,5,2023-10-27 16:15:00
Eko Abdi Prabowo,cepat dan asyik..,5,2023-10-27 12:18:24
Ronald Htb,"Keren sudah blu dengan adanya kartu atm nya,mudahan kedepan nya bisa jga membeli valas di blu....😊👍⭐⭐⭐⭐⭐",5,2023-10-27 12:13:44
Asmuran N,Knpa blu jadi begini sih login susah diklik unlock wajah malah lari kelain .gak kaya dlu blu bca. Sangat mengecewakan,1,2023-10-27 07:19:51
ferdy Kim,mantap.,5,2023-10-27 07:15:53
Ebit One,Baru ini dompet digital yang bisa milih nomor rekening sendiri walaupun biayanya lumayan sih,5,2023-10-27 05:28:50
Dika Ramadhan,sangat membantu terimakasih,5,2023-10-27 05:17:49
Ni Putu Ika Mildasari,mudah,5,2023-10-27 04:50:11
Rheza Dwandra,overall selama ini masih oke,5,2023-10-27 02:46:05
jb siliwangi,Kurang Cepat Agak Lemot,5,2023-10-27 01:16:40
Hayyspin laundry,"ok bgt, mempermudah semua tranksaksi",5,2023-10-27 00:23:13
Nanda Suryana,"Bagus, Sekarang ada kartu debit nya. Pembuatan sangat simpel dan mudah. Terima kasih.",5,2023-10-26 23:34:27
Tommy Chang,AWESOME,5,2023-10-26 17:27:54
Ulat Bulu,Mohon untuk aplikasi di perbarui agar tidak berat,3,2023-10-26 15:02:26
Rian Surantoko,Cukup oke,5,2023-10-26 13:19:45
Rian EL Rumi,"Ga bisa buka tabungan, mentok di nama ibu kandung, padahal udah bener",1,2023-10-26 11:49:40
Abdul Latif,Sekarang sudah ada kartu fisiknya .,5,2023-10-26 08:49:33
Sapto Roedy,Luar biasa,5,2023-10-26 08:11:35
aero yudha,simple dan mudah daptar,5,2023-10-26 07:41:02
Wijaya Chandra,"Ka bantu saya uang saya di blue ,transasksi ga bisa terus ,sistemnyaa ngelag padahal sinyal saya bagus",3,2023-10-26 07:37:48
Octarina Putri,aplikasi blu ini sangat membantu untuk kita transaksi bila mana dalam keadaan urgent terimakasih blu!!,5,2023-10-26 05:42:58
Agung Apriyanto,Mudah,5,2023-10-26 05:29:38
Kaswati,"Makin kesini blu makin berat appnya, tolong di upgrade server nya masa bca grup kaya gini, saya ini udah level blu elite lohhh",1,2023-10-26 03:28:13
Jaenudin Udin,sangat memudahkan segala transaki,5,2023-10-26 03:14:17
Luis Marles,prosesnya cepat nian,5,2023-10-26 01:45:49
Hayati Nurnur,"Tidak bs transaksi karena dengan error message ada masalah, bagaimana ini? Saya butuh untuk trf",1,2023-10-25 23:11:11
Agomovic Ibra,Sudah cukup baik. Namun tolong fitur mode mlaamnya segera disediakan.,4,2023-10-25 16:58:41
Dhe Dimon,"Nah, gitu donk, Biarpun Bank Digital, Debit Card itu emg penting... 😁😁😁,,, Lg proses REQUEST nih, Smga gak lama² yaa...",3,2023-10-25 13:36:03
Davit Prasetyo,"Mau daftar tidak di layani sama Cs nya,, Cs kejam banget",1,2023-10-25 13:21:58
Dewi Kusumawati,"Hallo kak, boleh sy menambahkan saran, jika ada pembaruan kebijakan mohon di garis bawah i atau di cetak tebal pada kebijakan yang baru, krn dgn banyaknya kebijakan yg tertulis jika tdk ada salinan kebijakan sebelumnya akan sulit mengetahui letak pembaharuan pd poin apa kebijakan yg berubah, Terimakasih .",5,2023-10-25 10:39:54
Anggun Is Saputro,"Habis update sekarang langsung ngelag.. Awal masuk bisa, masuk beranda mentak 1 menit langsung layar jadi putih.. Padahal sinyal data dan wifi bagus..",2,2023-10-25 08:49:43
zoelvyxar,Saya ajukan kartu pertama kali katanya gratis say klik ajukan malah kepotong saldo 50rb. Pembodohan publik ma ini namanya,1,2023-10-25 08:19:19
Marsel Rendy,vitur limit,1,2023-10-25 05:54:06
Aditam,Bug 4 digit otp terkirim tapi 6 digit tidak terkirim sdh resend berkali kali,1,2023-10-25 04:14:24
ali yakpi,keren,5,2023-10-25 03:21:46
M Ridwan,kecewa,1,2023-10-25 02:08:47
juli min,Nice,5,2023-10-25 01:54:52
Sardii Kirana,aflikasi ni lebih muda untung menabung pokonya bermanpaat bagi orang memakainya,5,2023-10-25 01:17:03
Mohsupian Suri,good,4,2023-10-24 23:00:31
Maulana Yusuf Wijaya,Sangat nyaman sekali cmn agak lma buat nge respon nya,5,2023-10-24 16:22:29
Rizki Aldiansah,Good,5,2023-10-24 16:12:37
Hujan Inanyoko,Malam ini saya kehilangan sdkit dana saya di aplikasi ini..saya sangat kecewa sekali...jd saya sdh putuskan kasi bintang terburuk dan menarik semua dana saya di dlm app..untuk pembelajaran..cukup di saya aja..nasabah lain ngak perlu ngalamin..thx blue buat semua layanan tampa ada penyelesaiannya.,1,2023-10-24 15:10:10
Aditia Eka Pradana,Baru mau coba bayar pake QR ehh camera nya ngeblur gamau fokus padahal grup bca tapi aplikasi nya buruk tolong segera diperbaiki,1,2023-10-24 14:42:53
Ika Agustin,top...cuma 1 perbaiki lg yaa untuk proses log in ke aplikasinya biar gak terlalu lama..🙂,5,2023-10-24 12:16:16
Aga Ssi,Senang melihat terus setiap perkembangan dari Blu dan pastinya akan terus menunggu setiap peningkatan yang dilakukan blu untuk menjadi lebih baik lagi.,5,2023-10-24 11:14:45
Eprila Saragih,sejauh ini mantap. mudah digunakan dan sering dapat cashback dan gratis transfer. semoga kedepannya selalu aman. terima kasih Blu,5,2023-10-24 10:54:45
Ditya Bima Saputra,"Untung top up flazz cuma 20 ribu, saldo di blu sudah ke sedot 21 ribu tapi saldo di flazz masih 0 tertulis invalid, invalid udah hilang dana gak kembali",1,2023-10-24 10:50:09
Johan Maximus,good bangett,5,2023-10-24 10:39:07
Refin Ibrahim,pertama bagus setelah upgred jadi lemot loding trs nunggu sampe 10 mnt belum kebuka juga menu ny tolong dong perbaikin 🙏🙏,3,2023-10-24 10:30:08
Ananda DiCa,Memudahkan semua transaksi online yg dibutuhkan,5,2023-10-24 07:02:18
muhamad refah,daftar aja susah amat vermuk,1,2023-10-24 06:41:19
Hamizan Farabi,"Blu sebenernya bagus ditambah saat ini sudah tersedia fitur request bludebit card yang memudahkan nasabahnya tetap aman dan nyaman menggunakan blu. Tetapi oh tetapi, mengapa setor/tarik tunai di ATM BCA terdapat biaya? Tolonglah permudahkan nabah bca digital blu dalam melakukan transaksi setor/tarik tunai di mesin ATM BCA. Semoga tersampaikan, terima kasih",4,2023-10-24 05:32:57
Joharista Putra,Tolong di perbaiki masalah login ..,5,2023-10-24 03:53:47
Arif Sofiyanto,"Mending pakai dana / ovo,, lemot Ellol",2,2023-10-24 03:17:06
Achmad Andi Mauludi 02,Untuk setor tunai ke BCA kok ada biaya admin nya sih,2,2023-10-24 01:58:37
Muhammad Ariq Muafan,"Agak berat di animasinya, tapi selebihnya bagus.",4,2023-10-24 01:24:43
noura play and learn,"Tolong di tambahkan fitur Tabungan dan deposito syariah yang bisa memilih untuk tidak mendapatkan bunga, sehingga juga lebih menguntungkan buat perusahaan.",4,2023-10-23 23:48:04
Andi Mauludy,Min aku sudah daftar pas di langkah terakhir untuk video call ga bisa gitu pas tekan video call malah balik min padahal ga di luar jam operasional nya gitu,4,2023-10-23 13:39:38
Akhmad Syaean,bagus banget,5,2023-10-23 13:02:42
Esih Scorpio,sangat membantu,5,2023-10-23 12:46:12
Alvine Susanto,"Baru mau daftar, harus aktifkan screen lock. Sy udah otak-atik tetep aja kaga nemu screen lock itu yg mana. Semua kunci udah dicoba, tetep gagal. Kaga jadi daftar aja laah..",3,2023-10-23 10:59:31
Cipa Nunaa,"Nomer yg saya daftarkan terblokir, apakah bisa diganti ke nomer yg baru? Mohon solusinya?",5,2023-10-23 10:52:32
Jaenal Ghofur,aplikasinya bagus tapi loadingnya terlalu lama,5,2023-10-23 09:43:11
Nurul Azijah,Gimanasi malah error payah bgt,2,2023-10-23 09:16:59
fachri src Gokil abizz,"Tolong aplikasi jgn error terus, sudah berkali kali",1,2023-10-23 09:15:26
hantu geladak,"Parah.....kacau.....maintenance hampir seharian, eh pas udah kelar baru 1 kali transaksi langsung berulah lagi ini APK ....YAA PUTUS, BERI KAMI WAKTU BUAT SAMBUNGIN LAGI YA.... Derita BCA kw",1,2023-10-23 09:03:05
Rey Aldi,Parah banget verrifikasi muka kapan beresnya woy lama amat kalah aama apk2 lai,1,2023-10-23 08:58:10
Naftalius Balenta Milala,"Kalau bisa kasi buntng 0, selalu bermasalah Dijawab : Mohon tampilkan dan tunggu reapon, orang butuhnya cepat,, Kenapa Blu BCA selalu bermasalah. Jadi tidak recomended. Buat yang sering transaksi tidak recomended,, bentar bentar sambungan putur..",1,2023-10-23 08:48:32
Delina Budiarty,Setiap baru mau masuk aplikasi ini selalu sambungan terputus & itu pasti lama untuk kita bisa masuk. Padahal sinyal bagus. Terkadang klo lagi buru² mau transfer suka repot klo begini terus gak bisa kebuka & harus menunggu sampe waktu yg gak bisa ditentukan,2,2023-10-23 08:47:24
Elizabeth Ratna,"Duh gusti, emosi sama aplikasi ini. Ga bisa diajak kerjasama yg baik. Super lemot. Bikin panik disaat bener2 dibutuhkan utk bayar malah sedang sibuk melulu..",3,2023-10-23 08:41:57
Danan Ekatama K,"Aplikasi nya lemot dan tidak sering terkoneksi padahal jaringan bagus,",1,2023-10-23 08:40:01
Vincent Wijaya,Apk sering eror,1,2023-10-23 08:36:06
Katrine Aulia Khoirunisah,"Sering sekali terjadi Eror di Blie Bye BCA, sekarang saja sedang Error' ini",1,2023-10-23 08:32:03
MUH. FEBRIAN,"Mau login tidak bisa, katanya ada masalah🥴",1,2023-10-23 08:01:42
Saefuloh,Ok. BluDebit Card otw. QRIS respon cepet. User Interface smooth. Customer Service cepat tanggap. Jaminan nama besar. Promo cuan. Hhhhhmmmm gitu aja dulu 🥹🥹🥹,5,2023-10-23 07:51:42
Imam Barry Qodri,"Masih sering eror ketika ingin bertransaksi, jadi tolong banget buat animasi dan transisinya di buat ringan aja",3,2023-10-23 06:52:23
muhammad yunus,"Ini kenapa sih bli apl aneh banget, sinyal penuh tapi terus aja cobalagi, kaya yg ga niat bikin apl",1,2023-10-23 06:29:42
Peppy R,"Bru mau daftar,,, poto e ktp,, bingkai yg d siapkan sulit untuk ngepas nya dgn ktp,, uda ber ulang tapi ga ada yg pas d bingkai nya,,,",1,2023-10-23 06:15:56
Mohamad Aditia lesmana,"Aplikasi tolol, sekelas bca buat foto ktp aja gagal mulu.... Tolol",1,2023-10-23 05:55:00
Jerry Andrian,Tolong dong ni apknya berat sekali tiap kali buka sm mau trnsfer dana trlalu lamaaa,1,2023-10-23 05:47:48
Anitalore Thalib W. Kaiko,"Udah beberapa hari aplikasi error ga bisa kebuka, padahal sudah update",2,2023-10-23 05:16:18
Emma Pangestu,lemot parah,1,2023-10-23 05:08:40
I Made Medika Surya,"Aplikasinya jadi lambat sekali prosesnya, saat saya sedang melakukan transaksi jadi harus menunggu hingga 30 menit, downtime yang tidak dapat ditoleransi. Sepertinya yang buat aplikasi ini tidak berkualifikasi software engineering",1,2023-10-23 04:41:11
Wahyu Winarsa Putra,"SUPER LEMOT,, PARAH PARAH PARAH",1,2023-10-23 04:30:18
Hawei Novi,Sangat bgs.... Lebih bgs lagi kalo ada kargu debitnya,5,2023-10-23 04:13:13
Ayu Ningsih,"Susah sekali masuknya seolah nggk ada jaringan, padahal mau tf ditungguin sm orang malah gangguan terus, gimana sih",1,2023-10-23 04:09:34
Rhido Hartono,Aplikasi mengeluarkan akun sendiri sering gangguan yang lebih parah sudah terdaftar di suruh buat dari awal Benahi lah,1,2023-10-23 04:00:26
Zulfikar,Developer tolong aplikasinya pakai doubel autentikasi menggunakan password dan PIN untuk setiap transaksi,4,2023-10-23 03:55:59
Rudy,"trus sja error, system dalam pemeliharaan masa hampir tiap hari",1,2023-10-23 03:54:57
Moh Galih Bahtiar Yahya,"Gangguan, jaringan terputus terus",1,2023-10-23 03:35:30
Mustajab BES,"Sekarang parah error mulu, susah transaksinya, jelek banget gak seprofesional BCA",1,2023-10-23 03:07:15
Menuk Tri M,"Mbak taylor, aku ada masalah payment pake qris blu bca, dikasi pilihan mau refund atau nggak, trs mau refund aja disuruh nunggu 17 hari kerja. Eh udh lewat 17 hari masih belum masuk, trnyt kasus nya udah tutup, kecewa bgt sm blu bca gaada pemberitahuan. Problem solving juga buruk. Habis ini mau tutup aja, tarik semua uang dr blu bca:)",1,2023-10-23 02:36:10
Ridwan munir,mantap,5,2023-10-22 13:50:21
MUKHOLISH NUR FUAD,Bermasalah terus kalau login,3,2023-10-22 13:05:10
Siti Nurmaya,mantap pertahanan promo cashback nya,5,2023-10-22 12:48:08
ayu dinda,Parah sih sekarang blu malah sering eror,1,2023-10-22 11:36:27
Angga Mardiansyah,"Jelek jangan install error terus, pas pembayaran error mulu",1,2023-10-22 11:34:02
Cristine Sumianti,Parah sinyal penuh tp mutar2 terus kecewa,1,2023-10-22 11:30:35
Apriatna,15/08/23 Sering kali login ga bisa-bisa dgn keterangan koneksi buruk. Padahal untuk buka aplikasi lain baik-baik aja. 22/10/23 18.20 tidak bisa buka aplikasi,1,2023-10-22 11:28:40
Indah Sw,"Maaf bintang 3 susah masuk, lagi urgent pengen transaksi malah susah masuk jaringan ga ada masalah, coba buka aplikasi MB bank lain ga ada masalah... Tolong diperbaiki",3,2023-10-22 11:28:35
Aura Firra,Di update bukannya semakin lancar malah semakin lemot,1,2023-10-22 11:27:23
Wong ndeso Channel,aplikasi tolol,1,2023-10-22 11:19:33
Ternak Biru,Aplikasi terusak dan terkacau. Login sampe 1 jam. 99% selalu ada kendala,1,2023-10-22 11:18:31
Aruni Naufalia Akbar,mantsp,5,2023-10-22 11:03:54
Riman Kurniawan,Good,5,2023-10-22 10:46:26
viky rahmanda,"Jelek sekali pelayanannya, tidak ada informasi mengenai perubahan ke nasabah. Transfer dari rekening bisnis ke rekening bca digital harus didaftarkan ulang tapi tidak ada informasi jadi menghambat urusan nasabah. Sering sekali gagal koneksi sampai harus instal ulang, sudah diinstal ulang masih ada error lagi gagal otp. Kalau masih versi gagal jangan di release lah ini aplikasi & sistemnya",1,2023-10-22 09:35:25
Ida Faridah,Mau login susah sekali padahal sy mau transaksi..gimana nih,3,2023-10-22 09:30:16
Nezla Anisa,Ampunn dah mau buka aplikasinya aja ngetes kesabaraan,1,2023-10-22 09:00:54
muhammad alif,gajelas anj lama bangett,1,2023-10-22 08:52:48
hilda syafitry,Saya mau login knp g bsa bsa ya kacau bgt,1,2023-10-22 08:40:48
Dendi Agustian,Kenapa gk bisa di buka sih blu,1,2023-10-22 08:26:37
MUHAMMAD IRVAN,"Sangat Parah padahal jaringan provider sangat bagus buka mbankig yg lain bisa , ini pas mau login error koneksi terputus terus sudah hampir seminggu seperti itu",1,2023-10-22 08:16:03
satrio sholihin,"Saya mau log in, dmnta isi kode OTP nya, trus gk di kirim² kode OTP dah bbrp x mncoba yg dsuru operator call center. Mohon pencerahannya",3,2023-10-22 08:15:42
Firmansyah,ribet banget lagi urgent mau ambil duit tp gabisa dibuka samsek apliaksinya,1,2023-10-22 08:11:11
Mobile Legend,Susah masuknya,1,2023-10-22 08:09:35
Affan Arsalan,dari pagi bolak balik coba daftar tidak bisa dari pagi sampe sore . tidak ada kode otp terkirim . kenapa tidak ditambahkan kirim via wa saja kode otp nya,4,2023-10-22 08:00:51
Babe Cabe,Gak bisa ngirim sms. Mau registrasi jadinya gak bisa.,2,2023-10-22 07:38:31
satria edet,"Ini kenapa blu bca lama bgt bisa masuknya, tolong dong",2,2023-10-22 06:58:19
zayiddd,"kacau kecewa sebagai user baru mau tf uang malah eror nggak bisa login, kapok pake blu, tolong lah perbaiki lagi",1,2023-10-22 06:46:40
